@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Driving", "Walking" , "Sitting" , "Standing", "Still" }

@data
0.36,0.11,0.14,0.24,0.18,0.06,0.19,0.19,0.27,0.32,0.33,0.22,0.13,0.16,0.19,0,11.91,-0.18,5.88,3.64,5.88,14.07,Walking
0.46,0.14,0.10,0.15,0.18,0.17,0.18,0.12,0.27,0.30,0.46,0.14,0.13,0.12,0.15,0,11.33,-1.24,6.31,4.4,6.31,14.02,Walking
0.49,0.14,0.06,0.16,0.17,0.13,0.27,0.09,0.15,0.39,0.52,0.08,0.16,0.06,0.19,0,11.07,-1.02,6.46,4.5,6.46,13.96,Walking
0.39,0.13,0.16,0.20,0.15,0.30,0.14,0.13,0.26,0.19,0.28,0.22,0.13,0.21,0.19,0,9.82,0.04,5.64,4.98,5.64,12.3,Walking
0.15,0.28,0.17,0.23,0.20,0.13,0.20,0.27,0.23,0.19,0.27,0.15,0.18,0.20,0.22,0,10.65,0.42,4.43,4.33,4.43,12.49,Walking
0.35,0.20,0.09,0.18,0.21,0.08,0.23,0.20,0.23,0.28,0.39,0.14,0.15,0.18,0.16,0,11.54,-0.91,5.58,4.13,5.58,13.64,Walking
0.25,0.16,0.23,0.21,0.16,0.16,0.26,0.19,0.18,0.24,0.25,0.20,0.18,0.21,0.19,0,10.24,0.34,5.22,4.89,5.22,12.45,Walking
0.19,0.21,0.22,0.21,0.20,0.26,0.21,0.16,0.19,0.22,0.14,0.25,0.22,0.20,0.22,0,9.78,0.99,4.62,4.97,4.62,11.74,Walking
0.15,0.24,0.18,0.21,0.24,0.23,0.22,0.16,0.26,0.15,0.15,0.19,0.24,0.27,0.17,0,9.73,0.92,4.49,4.75,4.49,11.58,Walking
0.16,0.26,0.17,0.21,0.23,0.22,0.23,0.17,0.18,0.22,0.18,0.16,0.26,0.25,0.17,0,9.87,0.9,4.71,4.95,4.71,11.88,Walking
0.16,0.24,0.20,0.20,0.23,0.23,0.20,0.22,0.18,0.21,0.17,0.16,0.27,0.21,0.22,0,9.87,1.1,4.5,5.08,4.5,11.84,Walking
0.15,0.26,0.21,0.18,0.23,0.23,0.21,0.19,0.25,0.15,0.16,0.22,0.20,0.27,0.19,0,9.89,0.99,4.71,4.62,4.71,11.8,Walking
0.17,0.22,0.24,0.22,0.19,0.25,0.18,0.20,0.15,0.25,0.22,0.16,0.20,0.23,0.22,0,9.86,0.89,4.83,5.34,4.83,12.1,Walking
0.18,0.22,0.21,0.19,0.22,0.22,0.20,0.15,0.22,0.24,0.20,0.22,0.16,0.24,0.21,0,10.04,0.92,4.79,5.16,4.79,12.23,Walking
0.17,0.23,0.21,0.21,0.20,0.24,0.21,0.17,0.21,0.19,0.16,0.21,0.26,0.18,0.21,0,9.59,1.02,4.58,5.07,4.58,11.67,Walking
0.18,0.20,0.25,0.21,0.18,0.22,0.20,0.21,0.17,0.21,0.19,0.22,0.20,0.17,0.24,0,9.84,0.97,4.54,4.99,4.54,11.94,Walking
0.16,0.18,0.27,0.23,0.19,0.25,0.15,0.25,0.18,0.21,0.18,0.20,0.16,0.27,0.23,0,9.84,1.14,4.42,4.91,4.42,11.79,Walking
0.17,0.21,0.24,0.21,0.20,0.22,0.19,0.21,0.22,0.18,0.15,0.20,0.23,0.20,0.24,0,9.9,1.06,4.54,4.87,4.54,11.83,Walking
0.18,0.17,0.27,0.22,0.18,0.21,0.20,0.25,0.20,0.16,0.16,0.21,0.22,0.16,0.27,0,9.81,1.06,4.59,4.68,4.59,11.82,Walking
0.16,0.22,0.24,0.25,0.16,0.23,0.17,0.28,0.19,0.15,0.15,0.22,0.20,0.25,0.21,0,9.58,1.01,4.45,4.68,4.45,11.53,Walking
0.15,0.15,0.21,0.21,0.13,0.20,0.15,0.21,0.16,0.14,0.11,0.18,0.19,0.17,0.20,0,8.11,1.16,4.42,4.95,4.42,9.75,Walking
0.18,0.22,0.25,0.20,0.17,0.24,0.17,0.21,0.22,0.11,0.16,0.19,0.24,0.23,0.21,0,7.36,0.06,11.4,8.68,11.4,15.29,Walking
0.26,0.15,0.21,0.19,0.16,0.23,0.18,0.21,0.18,0.08,0.15,0.23,0.23,0.21,0.19,0,7.38,-0.22,12.14,8.7,12.14,15.88,Walking
0.20,0.21,0.20,0.18,0.19,0.27,0.19,0.18,0.21,0.07,0.13,0.26,0.20,0.22,0.23,0,6.24,0.34,11.91,8.61,11.91,15.3,Walking
0.27,0.18,0.16,0.13,0.27,0.20,0.19,0.19,0.19,0.13,0.23,0.20,0.19,0.22,0.19,0,7.99,-0.4,12.43,8.71,12.43,16.39,Walking
0.27,0.19,0.17,0.17,0.19,0.22,0.19,0.17,0.27,0.05,0.19,0.22,0.21,0.18,0.23,0,7.56,-0.17,11.76,8.63,11.76,15.81,Walking
0.19,0.20,0.24,0.17,0.19,0.23,0.21,0.19,0.21,0.09,0.15,0.17,0.23,0.25,0.22,0,7.36,0.3,11.94,8.54,11.94,15.43,Walking
0.22,0.19,0.19,0.25,0.16,0.23,0.27,0.16,0.16,0.11,0.15,0.16,0.23,0.21,0.28,0,6.72,0.89,11.72,8.42,11.72,15.32,Walking
0.25,0.18,0.13,0.16,0.27,0.17,0.22,0.22,0.17,0.03,0.28,0.20,0.15,0.19,0.21,0,7.98,-0.64,12.69,8.83,12.69,16.6,Walking
0.23,0.21,0.19,0.21,0.18,0.24,0.21,0.18,0.15,0.08,0.32,0.21,0.15,0.20,0.15,0,7.24,-1.46,11.69,8.9,11.69,15.59,Walking
0.24,0.18,0.21,0.21,0.17,0.23,0.20,0.20,0.17,0.07,0.21,0.19,0.22,0.17,0.24,0,7.08,0.08,11.78,8.7,11.78,15.48,Walking
0.21,0.25,0.14,0.22,0.20,0.21,0.19,0.22,0.20,0.10,0.23,0.24,0.21,0.14,0.20,0,7.72,-0.52,12.02,8.57,12.02,16.1,Walking
0.20,0.20,0.20,0.24,0.13,0.20,0.18,0.19,0.22,0.10,0.22,0.19,0.20,0.21,0.20,0,8.09,-0.5,12.03,8.73,12.03,16.17,Walking
0.19,0.22,0.21,0.22,0.17,0.18,0.26,0.21,0.20,0.08,0.26,0.22,0.25,0.14,0.17,0,7.01,-0.9,11.61,8.38,11.61,15.11,Walking
0.18,0.23,0.24,0.19,0.18,0.18,0.21,0.22,0.24,0.07,0.10,0.22,0.20,0.30,0.21,0,7.05,0.48,11.24,8.54,11.24,14.8,Walking
0.18,0.23,0.21,0.23,0.13,0.13,0.28,0.17,0.23,0.08,0.19,0.21,0.21,0.23,0.18,0,8.11,-0.49,11.61,8.33,11.61,15.35,Walking
0.20,0.19,0.19,0.25,0.20,0.18,0.20,0.21,0.23,0.15,0.24,0.22,0.17,0.19,0.20,0,8,-0.23,12.27,8.85,12.27,16.4,Walking
0.18,0.22,0.19,0.21,0.20,0.14,0.22,0.22,0.25,0.11,0.25,0.19,0.20,0.21,0.18,0,7.8,-0.6,12.18,8.13,12.18,15.81,Walking
0.21,0.22,0.19,0.19,0.19,0.17,0.19,0.28,0.14,0.13,0.25,0.17,0.19,0.23,0.18,0,7.38,-0.73,12.27,8.53,12.27,15.88,Walking
0.16,0.22,0.25,0.21,0.19,0.22,0.14,0.25,0.23,0.11,0.20,0.18,0.26,0.17,0.20,0,7.31,-0.21,11.81,8.84,11.81,15.7,Walking
0.14,0.24,0.26,0.24,0.11,0.25,0.20,0.19,0.21,0.09,0.14,0.28,0.24,0.20,0.17,0,6.93,-0.35,11.1,8.61,11.1,14.66,Walking
0.19,0.22,0.22,0.21,0.16,0.20,0.20,0.22,0.17,0.12,0.15,0.23,0.23,0.18,0.22,0,7.42,0.09,11.38,8.64,11.38,15.25,Walking
0.23,0.19,0.23,0.17,0.18,0.16,0.24,0.20,0.19,0.13,0.21,0.20,0.19,0.26,0.17,0,8.09,-0.55,11.65,8.59,11.65,15.54,Walking
0.18,0.16,0.17,0.23,0.22,0.21,0.20,0.22,0.21,0.09,0.20,0.21,0.14,0.23,0.21,0,7.21,0.85,13,8.48,13,16.6,Walking
0.18,0.18,0.25,0.21,0.20,0.20,0.22,0.17,0.19,0.16,0.17,0.23,0.21,0.21,0.21,0,7.88,0.09,12.07,8.74,12.07,16.07,Walking
0.19,0.17,0.23,0.22,0.20,0.21,0.16,0.24,0.19,0.10,0.22,0.17,0.19,0.20,0.25,0,7.96,0.39,12.18,8.75,12.18,16.36,Walking
0.19,0.22,0.23,0.19,0.19,0.22,0.19,0.26,0.20,0.11,0.24,0.18,0.19,0.22,0.20,0,6.89,-0.16,11.54,8.41,11.54,15.1,Walking
0.18,0.24,0.20,0.21,0.19,0.22,0.20,0.18,0.21,0.13,0.21,0.20,0.23,0.18,0.21,0,7.51,-0.3,11.67,8.95,11.67,15.79,Walking
0.05,0.10,0.10,0.07,0.03,0.08,0.10,0.05,0.06,0.04,0.09,0.06,0.07,0.09,0.06,0,2.38,-0.21,10.49,10.03,10.49,4.97,Walking
0.12,0.18,0.18,0.26,0.28,0.24,0.22,0.18,0.20,0.18,0.18,0.21,0.20,0.23,0.21,0,8.81,2.69,2.23,3.84,2.23,9.91,Walking
0.15,0.21,0.20,0.21,0.25,0.17,0.22,0.21,0.18,0.25,0.23,0.20,0.19,0.21,0.19,0,9.36,2.66,2.24,3.85,2.24,10.46,Walking
0.20,0.19,0.25,0.18,0.20,0.22,0.17,0.23,0.19,0.20,0.27,0.19,0.18,0.19,0.20,0,9.08,2.39,1.83,3.78,1.83,10.1,Walking
0.22,0.26,0.18,0.16,0.20,0.19,0.16,0.21,0.24,0.22,0.23,0.22,0.22,0.17,0.18,0,9.27,2.5,1.9,4.08,1.9,10.26,Walking
0.27,0.21,0.22,0.22,0.11,0.20,0.19,0.22,0.18,0.24,0.17,0.19,0.25,0.20,0.20,0,9.12,2.93,1.87,3.64,1.87,10.2,Walking
0.16,0.15,0.13,0.14,0.12,0.15,0.17,0.14,0.16,0.10,0.09,0.14,0.11,0.15,0.20,0,5.82,2.11,1.89,4.62,1.89,6.7,Walking
0.23,0.22,0.20,0.19,0.18,0.16,0.24,0.22,0.22,0.19,0.18,0.22,0.20,0.19,0.24,0,8.94,0.86,5.22,3.47,5.22,10.48,Walking
0.20,0.20,0.21,0.24,0.16,0.17,0.21,0.24,0.17,0.23,0.20,0.18,0.19,0.24,0.19,0,8.96,0.97,5.29,3.71,5.29,10.59,Walking
0.17,0.24,0.20,0.24,0.18,0.20,0.19,0.21,0.22,0.20,0.21,0.22,0.19,0.21,0.20,0,8.91,0.76,5.36,3.66,5.36,10.54,Walking
0.21,0.18,0.21,0.20,0.21,0.20,0.22,0.19,0.21,0.20,0.20,0.25,0.17,0.20,0.19,0,8.84,0.71,5.61,3.71,5.61,10.57,Walking
0.23,0.19,0.16,0.20,0.25,0.23,0.17,0.21,0.20,0.20,0.21,0.19,0.27,0.19,0.18,0,8.86,0.68,5.5,3.9,5.5,10.51,Walking
0.12,0.11,0.13,0.10,0.16,0.17,0.12,0.08,0.11,0.12,0.12,0.09,0.13,0.11,0.15,0,5.23,0.73,5.93,5.58,5.93,6.39,Walking
0.12,0.16,0.16,0.22,0.35,0.21,0.23,0.21,0.19,0.18,0.17,0.20,0.19,0.22,0.23,0,8.87,2.71,2.76,3.78,2.76,10.17,Walking
0.13,0.22,0.26,0.19,0.22,0.23,0.20,0.15,0.19,0.25,0.24,0.23,0.21,0.19,0.16,0,9.06,2.23,2.39,3.91,2.39,10.09,Walking
0.18,0.26,0.24,0.16,0.18,0.16,0.20,0.25,0.22,0.19,0.20,0.16,0.21,0.24,0.21,0,9.22,2.59,2.22,3.67,2.22,10.28,Walking
0.23,0.17,0.20,0.25,0.17,0.22,0.21,0.19,0.22,0.18,0.16,0.20,0.20,0.24,0.22,0,8.84,2.67,2.08,3.65,2.08,9.98,Walking
0.23,0.19,0.21,0.19,0.22,0.21,0.18,0.22,0.20,0.21,0.17,0.20,0.24,0.22,0.20,0,9.15,2.65,2.32,3.82,2.32,10.24,Walking
0.27,0.19,0.24,0.18,0.13,0.21,0.17,0.21,0.19,0.22,0.24,0.17,0.22,0.17,0.22,0,9.08,2.26,2.23,4.14,2.23,10.07,Walking
0.12,0.03,0.03,0.06,0.03,0.04,0.06,0.02,0.09,0.04,0.10,0.05,0.03,0.03,0.05,0,2.15,0.5,1.57,7.88,1.57,2.34,Walking
0.06,0.15,0.16,0.26,0.39,0.18,0.25,0.19,0.21,0.20,0.21,0.22,0.21,0.23,0.16,0,9.35,2.57,3.14,3.97,3.14,10.48,Walking
0.09,0.15,0.21,0.28,0.29,0.18,0.23,0.24,0.17,0.21,0.20,0.25,0.17,0.21,0.19,0,9.45,2.44,2.61,4.09,2.61,10.54,Walking
0.20,0.17,0.23,0.21,0.22,0.20,0.17,0.23,0.23,0.19,0.18,0.21,0.23,0.19,0.22,0,9.52,2.69,2.41,4.19,2.41,10.64,Walking
0.28,0.25,0.20,0.17,0.13,0.22,0.21,0.18,0.19,0.23,0.21,0.17,0.19,0.23,0.24,0,9.29,2.78,2.23,4.35,2.23,10.46,Walking
0.28,0.28,0.21,0.15,0.11,0.24,0.16,0.18,0.20,0.23,0.23,0.20,0.22,0.15,0.23,0,9.5,2.57,2.2,4.57,2.2,10.61,Walking
0.27,0.18,0.18,0.13,0.07,0.14,0.19,0.19,0.18,0.14,0.16,0.14,0.18,0.18,0.17,0,7.52,2.35,2.22,4.51,2.22,8.48,Walking
0.23,0.25,0.23,0.17,0.05,0.24,0.17,0.19,0.22,0.07,0.20,0.20,0.21,0.23,0.09,0,9.13,2.8,1.76,4.14,1.76,10.22,Walking
0.24,0.21,0.19,0.22,0.10,0.20,0.18,0.22,0.18,0.13,0.26,0.24,0.17,0.17,0.09,0,9.43,2.54,1.89,3.94,1.89,10.38,Walking
0.23,0.17,0.22,0.24,0.07,0.21,0.22,0.20,0.20,0.08,0.21,0.20,0.19,0.21,0.12,0,9.1,2.74,1.97,3.89,1.97,10.16,Walking
0.19,0.16,0.21,0.19,0.15,0.15,0.25,0.20,0.24,0.10,0.19,0.19,0.22,0.24,0.09,0,9.3,2.97,1.72,3.72,1.72,10.39,Walking
0.14,0.19,0.21,0.21,0.16,0.21,0.20,0.23,0.20,0.10,0.18,0.21,0.23,0.17,0.12,0,9,2.84,1.85,3.85,1.85,10.11,Walking
0.16,0.18,0.12,0.21,0.08,0.18,0.18,0.15,0.18,0.12,0.16,0.15,0.19,0.19,0.09,0,7.84,2.56,2.05,4.18,2.05,8.83,Walking
0.17,0.19,0.22,0.23,0.23,0.21,0.19,0.21,0.21,0.22,0.19,0.22,0.21,0.19,0.22,0,9.35,2.99,2.13,4.09,2.13,10.41,Walking
0.22,0.20,0.22,0.20,0.18,0.24,0.18,0.18,0.19,0.23,0.20,0.18,0.15,0.26,0.24,0,9.45,3.29,2.41,4.37,2.41,10.76,Walking
0.21,0.18,0.20,0.21,0.22,0.19,0.21,0.20,0.21,0.21,0.22,0.20,0.21,0.19,0.20,0,9.32,2.77,2.37,3.99,2.37,10.48,Walking
0.19,0.20,0.19,0.18,0.26,0.22,0.21,0.18,0.20,0.22,0.17,0.25,0.15,0.25,0.20,0,9.34,2.93,2.36,4.11,2.36,10.49,Walking
0.24,0.18,0.17,0.24,0.18,0.18,0.21,0.20,0.23,0.21,0.21,0.22,0.20,0.19,0.21,0,9.29,2.55,2.44,4.06,2.44,10.46,Walking
0.19,0.26,0.22,0.19,0.17,0.19,0.21,0.27,0.19,0.16,0.22,0.18,0.27,0.18,0.17,0,9.14,2.75,2.28,3.81,2.28,10.3,Walking
0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0,0.03,0.01,2.56,6.01,2.56,0.03,Walking
0.18,0.19,0.19,0.24,0.22,0.20,0.18,0.22,0.22,0.20,0.21,0.18,0.21,0.22,0.20,0,9.17,2.8,1.65,3.6,1.65,10.18,Walking
0.18,0.17,0.25,0.23,0.19,0.21,0.22,0.16,0.23,0.20,0.19,0.19,0.21,0.23,0.20,0,9.09,2.79,1.82,3.84,1.82,10.15,Walking
0.26,0.19,0.16,0.20,0.21,0.19,0.20,0.25,0.18,0.20,0.20,0.17,0.27,0.13,0.26,0,9.14,2.88,1.94,4.02,1.94,10.34,Walking
0.23,0.19,0.24,0.18,0.18,0.18,0.23,0.19,0.22,0.20,0.19,0.20,0.19,0.22,0.21,0,9.21,2.79,1.83,3.86,1.83,10.29,Walking
0.19,0.20,0.19,0.19,0.25,0.21,0.21,0.22,0.18,0.20,0.22,0.23,0.19,0.20,0.17,0,9.1,2.66,2.11,3.92,2.11,10.17,Walking
0.14,0.19,0.16,0.17,0.19,0.19,0.16,0.14,0.17,0.19,0.16,0.20,0.14,0.19,0.15,0,7.58,2.31,1.7,4.44,1.7,8.44,Walking
0.18,0.22,0.22,0.19,0.21,0.19,0.21,0.21,0.24,0.16,0.17,0.24,0.22,0.20,0.19,0,9.46,2.98,2.16,4.11,2.16,10.54,Walking
0.17,0.24,0.23,0.20,0.17,0.21,0.20,0.20,0.20,0.21,0.19,0.22,0.21,0.20,0.20,0,9.4,2.94,2.46,4.37,2.46,10.61,Walking
0.19,0.25,0.18,0.21,0.19,0.19,0.20,0.22,0.21,0.18,0.17,0.21,0.22,0.20,0.21,0,9.35,2.88,2.28,4.24,2.28,10.58,Walking
0.21,0.18,0.22,0.19,0.22,0.19,0.17,0.24,0.21,0.21,0.22,0.20,0.19,0.22,0.19,0,9.59,2.78,2.55,4.3,2.55,10.87,Walking
0.22,0.14,0.18,0.24,0.22,0.23,0.23,0.17,0.16,0.21,0.22,0.19,0.18,0.19,0.24,0,9.28,3,2.51,4.6,2.51,10.69,Walking
0.16,0.11,0.10,0.13,0.14,0.14,0.10,0.15,0.12,0.16,0.15,0.09,0.15,0.13,0.13,0,6.13,2.01,2.65,5.77,2.65,7.1,Walking
0.08,0.15,0.17,0.24,0.38,0.21,0.18,0.19,0.26,0.18,0.25,0.20,0.20,0.17,0.20,0,9.38,2.56,2.19,3.55,2.19,10.15,Walking
0.03,0.15,0.21,0.28,0.33,0.22,0.20,0.18,0.20,0.23,0.24,0.23,0.20,0.16,0.19,0,9.49,2.52,2.06,3.47,2.06,10.2,Walking
0.06,0.15,0.22,0.28,0.31,0.22,0.13,0.26,0.21,0.21,0.19,0.22,0.16,0.27,0.19,0,9.39,2.66,1.84,3.28,1.84,10.09,Walking
0.07,0.19,0.24,0.22,0.30,0.18,0.22,0.18,0.23,0.20,0.17,0.20,0.22,0.22,0.20,0,9.44,2.76,1.76,3.16,1.76,10.13,Walking
0.10,0.19,0.24,0.25,0.24,0.20,0.20,0.23,0.18,0.21,0.19,0.18,0.25,0.19,0.21,0,9.26,2.73,1.66,3.28,1.66,9.94,Walking
0.15,0.27,0.22,0.17,0.21,0.19,0.23,0.19,0.20,0.21,0.18,0.24,0.18,0.22,0.20,0,9.45,2.66,1.65,3.36,1.65,10.08,Walking
0.25,0.17,0.21,0.21,0.18,0.22,0.17,0.21,0.22,0.21,0.18,0.22,0.21,0.20,0.21,0,9.43,2.72,1.75,3.57,1.75,10.12,Walking
0.27,0.25,0.20,0.19,0.12,0.19,0.21,0.23,0.21,0.18,0.21,0.17,0.20,0.21,0.23,0,9.32,2.83,1.59,3.26,1.59,10.06,Walking
0.32,0.22,0.20,0.18,0.10,0.19,0.24,0.19,0.18,0.24,0.24,0.19,0.15,0.19,0.24,0,9.65,2.68,1.66,3.72,1.66,10.34,Walking
0.39,0.21,0.18,0.13,0.12,0.20,0.23,0.21,0.16,0.20,0.19,0.22,0.19,0.21,0.19,0,9.44,2.73,1.77,3.65,1.77,10.15,Walking
0.36,0.25,0.18,0.15,0.08,0.21,0.19,0.23,0.20,0.20,0.21,0.20,0.17,0.23,0.21,0,9.3,2.76,1.83,3.4,1.83,10.02,Walking
0.20,0.16,0.10,0.09,0.01,0.10,0.12,0.09,0.15,0.11,0.10,0.05,0.14,0.15,0.12,0,5.05,1.53,1.76,5.35,1.76,5.47,Walking
0.11,0.18,0.22,0.21,0.31,0.21,0.19,0.22,0.17,0.24,0.14,0.25,0.24,0.19,0.22,0,9.61,1.77,2.2,4.36,2.2,10.32,Walking
0.12,0.16,0.21,0.31,0.22,0.21,0.20,0.19,0.21,0.21,0.14,0.23,0.21,0.23,0.22,0,9.62,2.03,2.1,4.32,2.1,10.43,Walking
0.16,0.22,0.13,0.30,0.23,0.18,0.24,0.20,0.19,0.22,0.13,0.24,0.22,0.24,0.19,0,9.69,1.96,2.32,3.97,2.32,10.47,Walking
0.16,0.20,0.20,0.24,0.24,0.18,0.23,0.22,0.18,0.22,0.16,0.26,0.19,0.22,0.20,0,9.69,1.8,2.31,3.89,2.31,10.42,Walking
0.16,0.24,0.22,0.21,0.20,0.19,0.21,0.20,0.22,0.21,0.16,0.26,0.19,0.18,0.24,0,9.56,1.97,2.54,4.21,2.54,10.45,Walking
0.15,0.24,0.24,0.29,0.10,0.25,0.15,0.24,0.21,0.17,0.19,0.23,0.18,0.22,0.21,0,9.11,1.83,2.33,4.15,2.33,9.89,Walking
0.21,0.23,0.26,0.21,0.12,0.20,0.20,0.22,0.23,0.18,0.15,0.17,0.25,0.23,0.22,0,9.56,1.81,2.57,3.82,2.57,10.35,Walking
0.24,0.22,0.24,0.20,0.11,0.19,0.24,0.18,0.19,0.23,0.16,0.20,0.16,0.27,0.23,0,9.45,2.03,2.64,4.07,2.64,10.36,Walking
0.23,0.25,0.24,0.18,0.12,0.18,0.23,0.20,0.22,0.20,0.13,0.22,0.27,0.17,0.24,0,9.59,1.94,2.66,3.99,2.66,10.43,Walking
0.24,0.22,0.23,0.22,0.12,0.18,0.25,0.22,0.22,0.16,0.18,0.18,0.20,0.25,0.23,0,9.46,1.9,2.75,3.92,2.75,10.33,Walking
0.27,0.17,0.27,0.20,0.11,0.19,0.21,0.22,0.19,0.21,0.18,0.17,0.21,0.28,0.18,0,9.52,1.79,2.76,4.15,2.76,10.4,Walking
0.26,0.20,0.26,0.20,0.10,0.20,0.21,0.22,0.17,0.23,0.15,0.23,0.19,0.22,0.23,0,9.57,1.98,2.59,4.14,2.59,10.44,Walking
0.25,0.23,0.25,0.19,0.10,0.20,0.20,0.24,0.16,0.22,0.19,0.17,0.17,0.25,0.25,0,9.61,2.02,2.71,4.18,2.71,10.54,Walking
0.28,0.20,0.24,0.21,0.10,0.20,0.22,0.18,0.21,0.21,0.17,0.19,0.21,0.23,0.23,0,9.56,1.94,2.86,4.24,2.86,10.5,Walking
0.26,0.21,0.22,0.20,0.12,0.20,0.20,0.23,0.21,0.18,0.15,0.21,0.24,0.17,0.25,0,9.52,1.87,2.8,4.23,2.8,10.4,Walking
0.26,0.19,0.28,0.21,0.09,0.18,0.25,0.21,0.21,0.16,0.16,0.19,0.22,0.20,0.26,0,9.52,2.03,2.79,3.97,2.79,10.45,Walking
0.25,0.19,0.31,0.20,0.07,0.17,0.23,0.20,0.24,0.19,0.13,0.20,0.22,0.23,0.24,0,9.56,2.02,2.63,3.99,2.63,10.42,Walking
0.25,0.24,0.24,0.21,0.09,0.18,0.23,0.23,0.19,0.20,0.12,0.22,0.24,0.22,0.22,0,9.49,1.99,2.74,3.99,2.74,10.36,Walking
0.27,0.22,0.24,0.18,0.11,0.19,0.23,0.20,0.20,0.19,0.16,0.19,0.19,0.24,0.25,0,9.56,2.04,2.94,3.98,2.94,10.53,Walking
0.27,0.23,0.23,0.18,0.12,0.20,0.23,0.21,0.19,0.19,0.18,0.21,0.15,0.25,0.23,0,9.57,1.94,2.84,4.13,2.84,10.49,Walking
0.27,0.22,0.20,0.21,0.12,0.19,0.19,0.24,0.19,0.22,0.16,0.22,0.16,0.26,0.23,0,9.59,1.87,2.85,4.01,2.85,10.45,Walking
0.26,0.24,0.21,0.22,0.11,0.22,0.22,0.17,0.21,0.20,0.16,0.22,0.17,0.24,0.23,0,9.51,2,2.76,4.14,2.76,10.44,Walking
0.28,0.20,0.24,0.22,0.10,0.20,0.22,0.20,0.21,0.19,0.18,0.18,0.21,0.24,0.21,0,9.46,1.84,2.85,4.27,2.85,10.37,Walking
0.23,0.26,0.23,0.19,0.11,0.20,0.19,0.23,0.20,0.20,0.13,0.23,0.18,0.22,0.27,0,9.51,1.97,2.74,4.12,2.74,10.4,Walking
0.25,0.21,0.25,0.22,0.09,0.21,0.19,0.22,0.22,0.20,0.16,0.20,0.20,0.23,0.24,0,9.54,1.91,2.82,4.09,2.82,10.43,Walking
0.27,0.23,0.23,0.19,0.10,0.20,0.18,0.19,0.26,0.20,0.14,0.23,0.22,0.20,0.24,0,9.7,2.04,2.79,4.08,2.79,10.63,Walking
0.28,0.18,0.22,0.23,0.12,0.21,0.22,0.20,0.20,0.20,0.20,0.16,0.19,0.25,0.23,0,9.55,1.85,2.84,4.12,2.84,10.47,Walking
0.25,0.22,0.25,0.21,0.09,0.21,0.18,0.21,0.18,0.24,0.20,0.18,0.22,0.22,0.19,0,9.64,1.76,2.95,4.52,2.95,10.56,Walking
0.25,0.24,0.22,0.19,0.11,0.23,0.22,0.18,0.20,0.19,0.19,0.16,0.15,0.26,0.26,0,9.37,1.84,2.84,4.35,2.84,10.31,Walking
0.27,0.18,0.28,0.17,0.12,0.20,0.20,0.19,0.27,0.17,0.17,0.18,0.20,0.25,0.23,0,9.63,1.92,2.8,3.93,2.8,10.55,Walking
0.25,0.23,0.24,0.18,0.12,0.19,0.23,0.20,0.19,0.22,0.22,0.17,0.19,0.22,0.23,0,9.61,1.77,2.84,4,2.84,10.51,Walking
0.29,0.26,0.20,0.16,0.12,0.20,0.20,0.21,0.21,0.21,0.23,0.14,0.16,0.26,0.23,0,9.52,1.92,2.96,4.24,2.96,10.54,Walking
0.31,0.18,0.23,0.16,0.15,0.22,0.20,0.20,0.20,0.21,0.25,0.18,0.16,0.20,0.22,0,9.36,1.8,2.9,4.55,2.9,10.47,Walking
0.28,0.19,0.27,0.18,0.11,0.20,0.24,0.16,0.22,0.22,0.20,0.18,0.17,0.23,0.23,0,9.64,1.85,2.87,4.28,2.87,10.57,Walking
0.27,0.23,0.21,0.18,0.12,0.19,0.20,0.23,0.23,0.17,0.18,0.15,0.23,0.21,0.25,0,9.6,1.92,2.81,3.89,2.81,10.49,Walking
0.26,0.23,0.23,0.20,0.11,0.18,0.19,0.23,0.27,0.16,0.16,0.21,0.18,0.24,0.24,0,9.65,1.9,2.72,3.74,2.72,10.53,Walking
0.21,0.29,0.23,0.18,0.12,0.19,0.22,0.21,0.27,0.14,0.15,0.16,0.23,0.24,0.25,0,9.53,1.88,2.62,3.71,2.62,10.41,Walking
0.06,0.20,0.18,0.22,0.34,0.16,0.25,0.24,0.23,0.15,0.19,0.21,0.24,0.19,0.21,0,9.5,1.64,2.69,3.7,2.69,10.31,Walking
0.04,0.16,0.14,0.15,0.54,0.21,0.23,0.19,0.20,0.19,0.22,0.22,0.26,0.16,0.16,0,9.49,1.43,2.56,3.96,2.56,10.32,Walking
0.03,0.16,0.19,0.15,0.50,0.20,0.18,0.26,0.17,0.22,0.22,0.24,0.17,0.21,0.18,0,9.65,1.59,2.4,4.03,2.4,10.43,Walking
